name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes,normalized_category,target_kind,review_status,review_gates,dedupe_key,source_file
Highball Lanes,3019 North State Street,Jackson,MS,39216,USA,nightlife,Bowling and entertainment venue,bowling; food; drinks; entertainment; parties,"Eat, drink and play entertainment destination with bowling and group-friendly activities.",http://highballlanes.com/,,,,https://www.visitjackson.com/directory/highball-lanes/,Visit Jackson official tourism directory,,,Directory provides Jackson address and official website.,Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,highball lanes|3019 north state street|jackson|ms,14.csv
Johnny T’s Bistro & Blues,538 North Farish Street,Jackson,MS,39202,USA,food,Bistro/live music venue,bistro; American cuisine; live blues; dinner; events,Bistro and blues venue offering modern cuisine alongside live music in Jackson’s Farish Street district.,https://johnnytsbistroandblues.com,,,,https://www.visitjackson.com/directory/johnny-ts-bistro-blues/,Visit Jackson official tourism directory,,,Directory provides Jackson address and official website.,Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,johnny t s bistro blues|538 north farish street|jackson|ms,14.csv
Saltine,622 Duling Ave. Ste. 201,Jackson,MS,39216,USA,food,Oyster bar/seafood restaurant,oysters; seafood; Southern cuisine; craft cocktails; happy hour; private dining,"Modern oyster bar and restaurant featuring Southern cuisine, fresh seafood, craft cocktails, daily happy hour and private dining.",https://jackson.saltinerestaurant.com/,https://www.instagram.com/saltinerestaurant/,https://www.facebook.com/SaltineRestaurant/,,https://jackson.saltinerestaurant.com/,Saltine official website,employee-owned,https://jackson.saltinerestaurant.com/,Official site explicitly states “4Top Hospitality An employee-owned company.”,Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,saltine|622 duling ave ste 201|jackson|ms,14.csv
The Apothecary at Brent’s Drugs,655 Duling Ave.,Jackson,MS,39216,USA,nightlife,Speakeasy bar,cocktails; speakeasy; bar; nightlife,Speakeasy-style bar listed in Jackson’s Fondren area.,https://www.apothecaryjackson.com/,,,,https://www.visitjackson.com/directory/the-apothecary-at-brents-drugs/,Visit Jackson official tourism directory,,,Directory provides Jackson address and official website.,Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,the apothecary at brent s drugs|655 duling ave|jackson|ms,14.csv
The Bean,2914 N. State St,Jackson,MS,39216,USA,food,Coffeehouse/cafe,coffee; breakfast; cafe; community space,Coffeehouse and café described by the official Jackson tourism directory as a community-oriented local café.,https://thebeanjackson.com/,,,,https://www.visitjackson.com/directory/the-bean/,Visit Jackson official tourism directory,,,Directory lists active Jackson address and official website.,Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,the bean|2914 n state st|jackson|ms,14.csv
Walker's Drive In,3016 North State Street,Jackson,MS,39216,USA,food,Southern fine dining restaurant,American restaurant; Southern-inspired food; reservations; catering; private parties,"Southern-inspired American restaurant with dining, reservations, event catering and private-party service.",https://walkersdrivein.com/,https://www.instagram.com/walkersdrivein,https://www.facebook.com/walkersdrivein,,https://walkersdrivein.com/,Walker’s Drive In official website,,,Official site lists Jackson location and active reservation/catering pages.,Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,walker s drive in|3016 north state street|jackson|ms,14.csv
Nandy’s Candy,1220 E Northside Drive #380,Jackson,MS,39211,USA,retail,Candy and chocolate shop,handcrafted chocolates; candy; gifts; sweets,Jackson confectionery offering handcrafted chocolates and sweets since 1980.,http://www.nandyscandy.com/,,,,https://www.visitjackson.com/directory/nandys-candy/,Visit Jackson official tourism directory,,,Directory provides Jackson address and official website.,Shopping & Retail,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,nandy s candy|1220 e northside drive 380|jackson|ms,14.csv
Old Capitol Inn,226 North State Street (Exit 9AB),Jackson,MS,39201,USA,travel,Boutique hotel,hotel; lodging; downtown stay; accommodations; events,"Downtown boutique hotel with a Southern lunch spot, listed by Visit Jackson as a Jackson lodging option.",http://www.oldcapitolinn.com,,,,https://www.visitjackson.com/directory/old-capitol-inn-restaurant/,Visit Jackson official tourism directory,,,Directory provides Jackson address and official website.,Travel & Hospitality,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,old capitol inn|226 north state street exit 9ab|jackson|ms,14.csv
Swella Braid Bar - Charlotte,"4044 Connection Point Blvd, Suite C",Charlotte,NC,28212,USA,beauty,braid salon,"knotless box braids, boho braids, cornrows, Fulani/tribal styles, touch-up, takedown, scalp cleanse, blowout","East Charlotte braid bar specializing in knotless, cornrow, Fulani/tribal, and protective styles, with touch-up and takedown services.",https://www.swellabeauty.com/charlotte,https://www.instagram.com/swellabeauty/,,,https://www.swellabeauty.com/charlotte,Swella Braid Bar official website,,,"Official location page lists Charlotte address, hours, services, and booking information.",Beauty & Personal Care,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,swella braid bar charlotte|4044 connection point blvd suite c|charlotte|nc,16.csv
Top African Hair Braiding,3720 N Tryon Street STE 111,Charlotte,NC,28206,USA,beauty,African hair braiding,"African hair braiding, braids, walk-ins, appointments","Charlotte hair-braiding salon offering walk-ins and appointments, with a gallery and braiding services.",https://www.topafricanhairbraiding.com/,https://www.instagram.com/tophairbraiding/,https://www.facebook.com/TopAfricanHairBraiding/,https://www.tiktok.com/@topafricanhair,https://www.topafricanhairbraiding.com/,Top African Hair Braiding official website,,,"Official site lists Charlotte location, address, hours, and social links.",Beauty & Personal Care,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,top african hair braiding|3720 n tryon street ste 111|charlotte|nc,16.csv
Early Learning Center Preschool,4304 S Tryon St,Charlotte,NC,,USA,childcare,preschool / child care center,"child care, preschool, educational curriculum, full-time care, part-time care, play-based activities","Preschool and childcare program with age-appropriate curriculum, trained staff, educational activities, and full- or part-time care.",https://www.earlylearningcenternc.com/,,,,https://www.earlylearningcenternc.com/,Early Learning Center Preschool official website,,,"Official site lists Charlotte address, weekday hours, and childcare offerings; postal code not stated on source.",Children & Family,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,early learning center preschool|4304 s tryon st|charlotte|nc,16.csv
Wealth Enhancement - Charlotte,"4521 Sharon Road, Suite 400",Charlotte,NC,28211,USA,finance,financial advisory / wealth management,"investment management, financial planning, retirement income planning, estate planning, tax strategies, risk management, insurance","Charlotte financial-advisory office providing investment management, financial planning, retirement, estate, tax, risk-management, and insurance services.",https://www.wealthenhancement.com/location/charlotte-nc,,https://www.facebook.com/wealthenhancement/,,https://www.wealthenhancement.com/location/charlotte-nc,Wealth Enhancement official Charlotte location page,,,"Official location page lists Charlotte office, services, hours, and states advisors are licensed fiduciaries.",Financial & Business Services,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,wealth enhancement charlotte|4521 sharon road suite 400|charlotte|nc,16.csv
Don's Restaurant,321 N Caldwell St,Charlotte,NC,28202,USA,food,fine dining / Southern restaurant,"Southern cuisine, brunch, dinner, craft cocktails, private events","Award-winning Southern cuisine with brunch, fine dining, craft cocktails, and private dining events in Uptown Charlotte.",https://donscharlotte.com/,https://www.instagram.com/donsclt/,https://facebook.com,,https://donscharlotte.com/,Don's Restaurant official website,Black-owned,https://donscharlotte.com/,Official site explicitly describes the business as Black-owned; site lists Charlotte address and current hours.,Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,don s restaurant|321 n caldwell st|charlotte|nc,16.csv
"Travis Crawford Heating, Cooling, Plumbing & Electrical",7706 Pence Road,Charlotte,NC,28215,USA,home trades/HVAC,"HVAC, plumbing and electrical","heating, air conditioning, HVAC repair, HVAC installation, HVAC maintenance, plumbing, electrical, emergency service","Charlotte home-service company offering residential heating, cooling, plumbing, and electrical services, including repairs, installation, maintenance, and emergency service.",https://traviscrawfordhvac.com/,https://www.instagram.com/traviscrawfordhvacandplumbing/,https://www.facebook.com/tchvac/,,https://traviscrawfordhvac.com/,Travis Crawford official website,,,Official site lists Charlotte address and service offerings; regulated HVAC/electrical/plumbing claims are presented by the business itself and site links to BBB.,Home & Property Services,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,travis crawford heating cooling plumbing electrical|7706 pence road|charlotte|nc,16.csv
Gardner Skelton,3746 N Davidson Street,Charlotte,NC,28205,USA,law,business law firm,"employment law, healthcare law, business litigation, corporate counsel, appellate law, construction law, tax law","Charlotte-based law firm serving businesses, nonprofits, and independent medical practices across employment, healthcare, litigation, corporate, construction, appellate, and tax matters.",https://www.gardnerskelton.com/,,,,https://www.gardnerskelton.com/,Gardner Skelton official website,,,Official site lists Charlotte office address and practice areas.,Legal & Government Services,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,gardner skelton|3746 n davidson street|charlotte|nc,16.csv
Cloche Coffee,721 Broad St.,Durham,NC,27705,USA,food,coffee shop and community space,coffee; pastry; food; plants; patio; live music; yoga; workshops; events; space rental,"Coffee shop and community gathering space across from Duke’s East Campus, serving coffee, food, pastry and hosting patio events, live music, classes, and gatherings.",https://www.clochecoffee.com/,,,,https://www.clochecoffee.com/,Cloche Coffee,,,"Official site lists address, hours, offerings, and community events.",Beauty & Personal Care,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,cloche coffee|721 broad st|durham|nc,39.csv
Durham Health & Wellness,3326 Durham Chapel Hill Blvd. B110,Durham,NC,27707,USA,health,integrative health and aesthetics,medical services; injectables; fillers; RF microneedling; PRP; facials; chemical peels; waxing; lashes,"Health and wellness practice offering medical services and integrative aesthetics, including injectables, facials, peels, microneedling, waxing, and lashes.",https://durhamhealthandwellness.com/,https://www.instagram.com/durhamhandw/,https://www.facebook.com/durhamhealthandwellness/,,https://durhamhealthandwellness.com/,Durham Health & Wellness,,,"Official site lists address, services, and social links.",Beauty & Personal Care,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,durham health wellness|3326 durham chapel hill blvd b110|durham|nc,39.csv
Bright Horizons at North Durham,4205 Capitol St,Durham,NC,27704,USA,childcare,early education and preschool,infant care; toddler care; preschool; kindergarten prep; summer program; childcare,"Early education and childcare center for ages 1 month to 5 years, with infant, toddler, preschool, kindergarten-prep, and summer programs.",https://www.brighthorizons.com/daycare-centers/nc/durham/4205-capitol-st-27704,,,,https://www.brighthorizons.com/daycare-centers/nc/durham/4205-capitol-st-27704,Bright Horizons,,,"Official center page lists address, hours, programs, and enrollment information.",Children & Family,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,bright horizons at north durham|4205 capitol st|durham|nc,39.csv
Allworth Financial - Durham,"3917 University Drive, Suite 200",Durham,NC,27707,USA,finance,financial planning and wealth management,financial planning; investment management; tax planning; estate planning; insurance; retirement planning,"Durham advisory office providing fiduciary financial planning, investment management, tax planning, legacy and estate planning, and insurance services.",https://allworthfinancial.com/find-a-location/durham,,,,https://allworthfinancial.com/find-a-location/durham,Allworth Financial,,,"Official location page lists address, advisors, services, hours, and registration disclosures.",Financial & Business Services,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,allworth financial durham|3917 university drive suite 200|durham|nc,39.csv
Bull and Bean,"3710 Shannon Rd, Ste 117",Durham,NC,27707,USA,food,cafe and gourmet market,all-day breakfast; sandwiches; salads; coffee; market; catering; brunch,"Locally owned cafe and market for locals and visitors, serving fresh food, all-day breakfast, sandwiches, salads, coffee, brunch, and catering.",https://www.bullandbeancafe.com/,http://www.instagram.com/bullandbean/,https://www.facebook.com/bullandbean/,,https://www.bullandbeancafe.com/,Bull and Bean,,,Address corroborated by official Facebook result; official site confirms locally owned cafe/market and services.,Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,bull and bean|3710 shannon rd ste 117|durham|nc,39.csv
Foster’s Market,2694 Durham-Chapel Hill Blvd.,Durham,NC,,USA,food,neighborhood restaurant and market,breakfast; sandwiches; salads; coffee; desserts; beer; wine; family dinners; catering; takeout,"Family-owned neighborhood restaurant and market serving in-house breakfast, sandwiches, salads, coffee, desserts, family dinners, takeout, and catering.",https://www.fostersmarket.com/,http://instagram.com/fostersmarket,https://www.facebook.com/Fosters-Market-Durham-323604735807/,,https://www.fostersmarket.com/,Foster’s Market,family owned,https://www.fostersmarket.com/,Ownership language is explicit on the official site.,Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,foster s market|2694 durham chapel hill blvd|durham|nc,39.csv
Ninth Street Bakery,136 East Chapel Hill Street,Durham,NC,27701,USA,food,bakery,organic baked goods; bread; pastries; cakes; sandwiches; soups; catering; wholesale,"Organic bakery and cafe serving breads, pastries, lunch, cakes, catering, and wholesale products; states it has served Durham since 1981.",https://www.ninthstbakery.com/,https://www.instagram.com/ninthstreetbakery/,https://www.facebook.com/Ninthstbakery/,,https://www.ninthstbakery.com/,Ninth Street Bakery,,,"Official site lists current location, hours, menu, history, and social links.",Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,ninth street bakery|136 east chapel hill street|durham|nc,39.csv
The House Restaurant & Catering,4310 S Miami Blvd #300,Durham,NC,27703,USA,food,"restaurant, bar, and catering",American food; wings; full bar; draft beer; catering; private parties; event space; reservations,"Full-service Durham restaurant and event space with classic American food, full bar, draft beer, catering, private parties, and community-oriented hospitality.",https://thehousertp.com/,https://www.instagram.com/the_house_restaurant,https://www.facebook.com/846645878782829,,https://thehousertp.com/,The House Restaurant & Catering,,,"Official site lists location, menu concept, catering, events, and social links.",Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,the house restaurant catering|4310 s miami blvd 300|durham|nc,39.csv
The Original Q Shack,2510 University Dr.,Durham,NC,27707,USA,food,barbecue restaurant and catering,BBQ; brisket; smoked meats; turkey; chicken; scratch sides; catering; online ordering,"Durham barbecue restaurant founded in 2003, serving smoked meats and made-from-scratch sides with catering for parties and events.",https://theoriginalqshackdurham.com/,,https://www.facebook.com/The-Original-Q-Shack-31682719067/,,https://theoriginalqshackdurham.com/,The Original Q Shack,,,"Official site lists address, hours, menu, history, catering, and Facebook.",Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,the original q shack|2510 university dr|durham|nc,39.csv
The Velvet Hippo,"119 Orange Street, 3rd Floor",Durham,NC,,USA,nightlife,rooftop neighborhood bar,signature cocktails; local beer; mocktails; slushes; light bites; rooftop; events; late night,"Neighborhood rooftop bar in historic downtown Durham serving cocktails, local beers, mocktails, slushes, light bites, and events in a welcoming space.",https://www.velvethippodurham.com/,http://instagram.com/velvethippodurham,https://www.facebook.com/velvethippodurham,,https://www.velvethippodurham.com/,The Velvet Hippo,,,"Official site lists address, hours, offerings, events, and social links.",Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,the velvet hippo|119 orange street 3rd floor|durham|nc,39.csv
The Waiting Room,"300 Blackwell Street, Suite 100",Durham,NC,27701,USA,nightlife,cocktail bar and private events,craft cocktails; mocktails; small plates; desserts; private events; 21+ bar,"Inclusive Durham cocktail bar and private-event space created as a community meeting place, serving cocktails, small plates, desserts, and 21+ nightlife.",https://waitingroomdurham.com/,https://www.instagram.com/thewaitingroomdurham,https://www.facebook.com/109896974968113,,https://waitingroomdurham.com/,The Waiting Room,,,"Official site lists address, hours, offerings, private events, and social links.",Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,the waiting room|300 blackwell street suite 100|durham|nc,39.csv
Carolina Women's Research and Wellness Center,"249 NC HWY 54, Suite 330",Durham,NC,27713,USA,health,women’s clinic and gynecology,primary care; gynecology; contraception; menopause; fibroids; endometriosis; weight loss; clinical research; laser hair removal; cosmetic injections,"Women’s wellness clinic offering primary care and gynecology, women’s health research opportunities, and related wellness and cosmetic services.",https://www.cwrwc.com/,,,,https://www.cwrwc.com/,Carolina Women’s Research and Wellness Center,,,"Official site lists address, services, providers, and clinical research.",Health & Wellness,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,carolina women s research and wellness center|249 nc hwy 54 suite 330|durham|nc,39.csv
Essential Comfort LLC,4126 Old Rd,Durham,NC,27712,USA,home trades,HVAC,heating repair; AC repair; system replacement; HVAC,"Family-owned and operated Durham HVAC business serving the community with heating repair, AC repair, and system replacement.",https://www.essentialcomfortllc.com/,,,,https://www.essentialcomfortllc.com/,Essential Comfort LLC,family owned and operated,https://www.essentialcomfortllc.com/,Ownership language is explicit on the official site.,Home & Property Services,regulated_review,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,essential comfort llc|4126 old rd|durham|nc,39.csv
"Perry, Perry & Perry, P.A.","601 Fayetteville St., Suite 300",Durham,NC,27701,USA,law,personal injury and general practice,auto accidents; personal injury; wrongful death; workers compensation; real estate; wills; estates; traffic offenses,"Locally owned and operated Durham law firm, founded by three brothers, providing representation in personal injury, workers’ compensation, real estate, estate, and traffic matters.",https://www.perryperryperrypa.com/,,,,https://www.perryperryperrypa.com/,"Perry, Perry & Perry, P.A.",locally owned and operated; founded by three brothers,https://www.perryperryperrypa.com/,Ownership language is explicit on the official site.,Legal & Government Services,regulated_review,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,perry perry perry p a|601 fayetteville st suite 300|durham|nc,39.csv
Rose & Lee Co,213 W Main St,Durham,NC,27701,USA,retail,ethical and sustainable women’s boutique,women’s clothing; accessories; jewelry; gifts; personal styling; color analysis; shopping parties,"Ethical and sustainable women’s boutique with clothing, accessories, jewelry, gifts, styling, color analysis, shopping parties, and community events.",https://www.roseandleeco.com/,https://www.instagram.com/roseandleeco/,https://www.facebook.com/roseandleeco,https://www.tiktok.com/@roseandleeco,https://www.roseandleeco.com/,Rose & Lee Co,,,"Official site lists Durham storefront, products, appointments, and social links.",Shopping & Retail,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,rose lee co|213 w main st|durham|nc,39.csv
Beyond Hair and Braids,1115 Coliseum Blvd,Greensboro,NC,27403,USA,beauty,braiding and natural hair salon,knotless braids; Fulani braids; weave installations; natural hair care; hair products; suite rentals; classes,"Braiding and beauty salon specializing in knotless and Fulani braids, weave installations, natural hair styling, products, and independent stylist suites.",https://beyondhairandbraids.com/,https://www.instagram.com/beyondhairandbraids/,https://www.facebook.com/beyondhairandbraids/,,https://beyondhairandbraids.com/,Official Beyond Hair and Braids website,Owner (Charlotte),https://beyondhairandbraids.com/,Ownership is explicitly self-stated on the booking policy as Charlotte,Beauty & Personal Care,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,beyond hair and braids|1115 coliseum blvd|greensboro|nc,40.csv
The Nest Schools of Greensboro,1917 Lendew Street,Greensboro,NC,27408,USA,childcare,preschool and early education,infant care; toddler care; preschool; pre-K; private kindergarten; before and after school; summer camp,"Preschool and childcare center with play-based early education, infant through kindergarten programs, school-age care, and summer camp.",https://thenestschool.com/locations/greensboro/,https://instagram.com/nestkidsgreensboro,https://facebook.com/nestkidsgreensboro,,https://thenestschool.com/locations/greensboro/,Official The Nest Schools Greensboro location page,,,Official location page lists address,Children & Family,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,the nest schools of greensboro|1917 lendew street|greensboro|nc,40.csv
Level Wealth Management,701 Green Valley Rd Suite 100,Greensboro,NC,27408,USA,finance,fee-only financial advisory,financial planning; retirement planning; investment management; tax planning; fiduciary advice; wealth management,"Fee-only financial advisory firm founded in Greensboro offering comprehensive financial planning, investment management, retirement planning, and tax planning.",https://www.levelwm.com/,,,,https://www.levelwm.com/,Official Level Wealth Management website,Founded in Greensboro,https://www.levelwm.com/,Ownership/designation is limited to the site's self-stated founding location and firm structure; no identity inferred.,Financial & Business Services,regulated_review,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,level wealth management|701 green valley rd suite 100|greensboro|nc,40.csv
The Quarter,112 West Lewis Street,Greensboro,NC,27406,USA,nightlife,cocktail bar and private events,craft cocktails; neighborhood bar; reservations; private events; nightlife; 21+ bar,"Downtown Greensboro neighborhood bar focused on craft cocktails, reservations, date nights, gatherings, and private events.",https://thequartergso.com/,https://www.instagram.com/thequartergso,https://www.facebook.com/111727355243282,,https://thequartergso.com/,Official The Quarter website,,,Official site lists address,Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,the quarter|112 west lewis street|greensboro|nc,40.csv
Uncle Rob Restaurant,3722 S Holden Rd,Greensboro,NC,27407,USA,food,soul food restaurant,soul food; dine-in; takeout; catering; private parties; live music,"Greensboro soul food restaurant offering dine-in, online ordering, catering, reservations, and private events.",https://unclerobrestaurant.com/,,https://www.facebook.com/109262154141552,,https://unclerobrestaurant.com/,Official Uncle Rob Restaurant website,,,Official site lists current hours,Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,uncle rob restaurant|3722 s holden rd|greensboro|nc,40.csv
Mustard Seed Community Health,238 S. English Street,Greensboro,NC,27401,USA,health,community health clinic,low-cost healthcare; medical appointments; counseling appointments; health goals; community clinic,Nonprofit community clinic providing low-cost healthcare resources and medical and counseling appointments to Guilford County residents.,https://www.mustardseedhealth.org/,https://instagram.com/mustardseedcommunity/,https://facebook.com/mustardseedcommunityhealth,,https://www.mustardseedhealth.org/,Official Mustard Seed Community Health website,501(c)(3) nonprofit,https://www.mustardseedhealth.org/,Official site identifies organization as a 501(c)(3) nonprofit and lists address and appointment contacts.,Health & Wellness,regulated_review,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,mustard seed community health|238 s english street|greensboro|nc,40.csv
The Plumbing & Air Service Co.,717 Green Valley Rd Suite 200-PMB 178,Greensboro,NC,27408,USA,home trades,HVAC plumbing and electrical,air conditioning; heating; indoor air quality; plumbing; electrical; drain and sewer; commercial; emergency service,"Locally managed and operated home-services contractor serving Greensboro with HVAC, plumbing, electrical, drain and sewer, commercial, and 24/7 emergency services.",https://www.plumbingserviceco.com/,https://www.instagram.com/plumbingair/,https://www.facebook.com/plumbingair/,,https://www.plumbingserviceco.com/,Official The Plumbing & Air Service Co. website,Locally managed and operated,https://www.plumbingserviceco.com/,Official site states locally managed and operated,Home & Property Services,regulated_review,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,the plumbing air service co|717 green valley rd suite 200 pmb 178|greensboro|nc,40.csv
Ivey McClellan,305 Blandwood Ave,Greensboro,NC,27401,USA,law,general and bankruptcy law,consumer bankruptcy; business bankruptcy; tax law; estate planning; domestic law; real estate law; business litigation,"Greensboro law firm representing individuals and small businesses in bankruptcy, tax, estate planning, domestic, real estate, and litigation matters.",https://www.iveymcclellan.com/,,,,https://www.iveymcclellan.com/,Official Ivey McClellan website,,,Official site lists Greensboro office address,Legal & Government Services,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,ivey mcclellan|305 blandwood ave|greensboro|nc,40.csv
Pebble & Pear,2915 Battleground Ave Suite G,Greensboro,NC,27408,USA,retail,womens clothing boutique,womens apparel; accessories; gifts; designer brands; Lilly Pulitzer; in-store shopping,"Specialty Greensboro boutique offering curated women's apparel, accessories, gifts, and designer brands in-store and online.",https://www.pebblepear.com/,https://instagram.com/pebblepear,https://facebook.com/pebblepear,,https://www.pebblepear.com/pages/about-us,Official Pebble & Pear About Us page,Founder Amy Pierce Alvino,https://www.pebblepear.com/pages/about-us,Official About Us page names founder Amy Pierce Alvino and lists Greensboro storefront address.,Shopping & Retail,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,pebble pear|2915 battleground ave suite g|greensboro|nc,40.csv
A Way To Go Travel,4526 W. Wendover Ave Suite 50,Greensboro,NC,27409,USA,travel,travel agency,personalized travel planning; cruises; family vacations; adventure travel; honeymoon vacations; group travel; hotels and resorts,"Award-winning travel agency established in 1996 that crafts personalized vacations, cruises, group travel, family trips, adventure travel, and honeymoon itineraries.",https://www.awaytogotravel.com/,,,,https://www.awaytogotravel.com/,Official A Way To Go Travel website,Established 1996,https://www.awaytogotravel.com/,Official site states establishment year and lists Greensboro office address and services.,Travel & Hospitality,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,a way to go travel|4526 w wendover ave suite 50|greensboro|nc,40.csv
Adara Spa,608 West Peace Street,Raleigh,NC,27605,USA,beauty,spa and wellness,manicures; pedicures; waxing; massage; facials; spa services,"Full-service Raleigh spa offering manicure, pedicure, waxing, massage, facial and wellness services.",https://adaraspa.com/,,https://www.facebook.com/adaraspa,,https://adaraspa.com/,Adara Spa official website,Black-owned (listed by Downtown Raleigh Alliance),https://downtownraleigh.org/post/downtown-raleigh-black-owned-businesses,Official website confirms Raleigh location and services; ownership designation comes from Downtown Raleigh Alliance list.,Beauty & Personal Care,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,adara spa|608 west peace street|raleigh|nc,38.csv
City Market Barber & Style Shop,307 S Blount St,Raleigh,NC,27601,USA,beauty,barbershop,haircuts; barbering; styling; walk-ins; community haircut access,Longstanding City Market barbershop and style shop; Downtown Raleigh Alliance notes everyone is welcome regardless of ability to pay.,,https://www.facebook.com/pages/City-Market-Barber-Shop/137396519635614,,,https://downtownraleigh.org/go/city-market-barber-and-style-shop,Downtown Raleigh Alliance directory,Black-owned (listed by Downtown Raleigh Alliance),https://downtownraleigh.org/post/downtown-raleigh-black-owned-businesses,Directory confirms Raleigh address and community-serving haircut description; ownership designation source-backed by Downtown Raleigh Alliance list.,Beauty & Personal Care,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,city market barber style shop|307 s blount st|raleigh|nc,38.csv
Evette’s Beauty Salon,133 S Wilmington St,Raleigh,NC,27601,USA,beauty,hair salon,hair styling; master stylist; appointments; walk-ins,Downtown Raleigh beauty salon led by a master stylist with 20+ years of experience; appointments and walk-ins.,https://hairbyevette.com/,,https://www.facebook.com/EvetteatSellars/,,https://hairbyevette.com/,Hair by Evette official website,Black-owned (listed by Downtown Raleigh Alliance),https://downtownraleigh.org/post/downtown-raleigh-black-owned-businesses,Official site confirms location and services; ownership designation source-backed by Downtown Raleigh Alliance list.,Beauty & Personal Care,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,evette s beauty salon|133 s wilmington st|raleigh|nc,38.csv
